Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Sub_Category,Product,Sales,Quantity,Discount,Profit,Region,City,Payment_Mode,Year,Month,Month_Name,Quarter,Year_Month,Profit_Margin,Revenue_per_Unit
ORD-004296,2023-01-20,CUST-00820,Arjun Kumar,Fashion,Women's Wear,Women's Wear - 994,2088.51,3,0.1,311.22,East,Bhubaneswar,Cash on Delivery,2023,1,Jan,1,2023-01,0.14901532671617565,696.1700000000001
ORD-009038,2024-01-01,CUST-02722,Simran Malhotra,Home & Kitchen,Furniture,Furniture - 300,8826.52,2,0.1,620.93,West,Pune,Debit Card,2024,1,Jan,1,2024-01,0.07034822330884652,4413.26
ORD-008417,2025-09-19,CUST-00921,Ishita Verma,Sports & Outdoors,Camping,Camping - 671,7456.22,1,0.0,1364.19,North,Jaipur,Cash on Delivery,2025,9,Sep,3,2025-09,0.1829599984978984,7456.22
ORD-000813,2024-01-26,CUST-02806,Reyansh Singh,Home & Kitchen,Appliances,Appliances - 777,14593.14,1,0.0,2896.53,East,Kolkata,UPI,2024,1,Jan,1,2024-01,0.19848572685522103,14593.14
ORD-011574,2023-09-21,CUST-03095,Vihaan Iyer,Fashion,Women's Wear,Women's Wear - 971,1354.68,1,0.1,394.43,East,Guwahati,UPI,2023,9,Sep,3,2023-09,0.29116101219476187,1354.68
ORD-000358,2023-07-05,CUST-01551,Ananya Gupta,Beauty & Personal Care,Skincare,Skincare - 458,771.33,1,0.3,138.16,North,Delhi,UPI,2023,7,Jul,3,2023-07,0.17911918374755292,771.33
ORD-000102,2023-07-20,CUST-01185,Vihaan Gupta,Books & Stationery,Non-Fiction,Non-Fiction - 938,1657.27,1,0.15,44.41,North,Delhi,UPI,2023,7,Jul,3,2023-07,0.026797081948022952,1657.27
ORD-007238,2023-11-08,CUST-00038,Rohan Iyer,Sports & Outdoors,Camping,Camping - 160,499.65,1,0.0,77.22,North,Delhi,UPI,2023,11,Nov,4,2023-11,0.15454818372861004,499.65
ORD-010702,2025-03-27,CUST-00533,Nikhil Reddy,Electronics,Smartphones,Smartphones - 613,3315.23,1,0.0,274.71,South,Kochi,UPI,2025,3,Mar,1,2025-03,0.0828630291111024,3315.23
ORD-006649,2023-01-24,CUST-01171,Ishita Reddy,Sports & Outdoors,Yoga,Yoga - 849,13145.91,1,0.05,1840.68,South,Hyderabad,Debit Card,2023,1,Jan,1,2023-01,0.1400192151018834,13145.91
ORD-002326,2025-10-23,CUST-02844,Nikhil Singh,Beauty & Personal Care,Makeup,Makeup - 581,1844.84,1,0.3,261.37,North,Delhi,Debit Card,2025,10,Oct,4,2025-10,0.14167624292621583,1844.84
ORD-000374,2023-01-10,CUST-02159,Tanya Reddy,Fashion,Watches,Watches - 962,2735.44,1,0.2,462.48,North,Lucknow,Net Banking,2023,1,Jan,1,2023-01,0.1690696926271459,2735.44
ORD-006721,2024-02-07,CUST-01579,Nikhil Das,Electronics,Cameras,Cameras - 949,41346.911250000005,1,0.0,8983.77,North,Lucknow,UPI,2024,2,Feb,1,2024-02,0.2172778988418391,41346.911250000005
ORD-007294,2024-10-29,CUST-02994,Neha Nair,Fashion,Women's Wear,Women's Wear - 356,14806.25,4,0.15,3407.3,North,Lucknow,Debit Card,2024,10,Oct,4,2024-10,0.23012579147319545,3701.5625
ORD-003729,2024-11-12,CUST-01677,Aditya Bose,Electronics,Smartphones,Smartphones - 255,35276.53,1,0.2,-575.85,North,Jaipur,UPI,2024,11,Nov,4,2024-11,-0.016323884463693,35276.53
ORD-010241,2025-09-20,CUST-00639,Sneha Malhotra,Fashion,Men's Wear,Men's Wear - 165,3542.57,1,0.0,936.26,West,Ahmedabad,Debit Card,2025,9,Sep,3,2025-09,0.26428835562882314,3542.57
ORD-001040,2024-10-29,CUST-02480,Simran Das,Electronics,Cameras,Cameras - 642,41346.911250000005,1,0.2,-7229.3,East,Kolkata,UPI,2024,10,Oct,4,2024-10,-0.1748449831303904,41346.911250000005
ORD-008242,2023-05-13,CUST-03110,Aarav Das,Fashion,Men's Wear,Men's Wear - 613,3730.59,1,0.0,1379.63,West,Surat,Credit Card,2023,5,May,2,2023-05,0.36981549835280747,3730.59
ORD-006006,2024-06-17,CUST-02114,Ishita Menon,Home & Kitchen,Cookware,Cookware - 293,30343.73,2,0.1,2850.95,East,Kolkata,UPI,2024,6,Jun,2,2024-06,0.09395515976447193,15171.865
ORD-009844,2023-02-01,CUST-02864,Kavya Verma,Fashion,Women's Wear,Women's Wear - 804,5210.75,1,0.05,1942.27,North,Lucknow,UPI,2023,2,Feb,1,2023-02,0.37274288730029265,5210.75
ORD-000100,2024-10-12,CUST-00556,Sneha Singh,Fashion,Women's Wear,Women's Wear - 602,3435.48,1,0.1,745.34,North,Jaipur,Debit Card,2024,10,Oct,4,2024-10,0.2169536716848883,3435.48
ORD-007144,2023-11-13,CUST-01341,Aditya Verma,Electronics,Cameras,Cameras - 266,19122.54,1,0.3,-3599.89,East,Patna,Debit Card,2023,11,Nov,4,2023-11,-0.1882537570845714,19122.54
ORD-008481,2024-09-20,CUST-00209,Tanya Verma,Electronics,Smartphones,Smartphones - 571,41346.911250000005,1,0.0,8142.26,South,Kochi,UPI,2024,9,Sep,3,2024-09,0.19692547166990615,41346.911250000005
ORD-002679,2024-01-08,CUST-01861,Sneha Menon,Home & Kitchen,Cookware,Cookware - 888,11974.08,1,0.0,2144.75,West,Mumbai,Cash on Delivery,2024,1,Jan,1,2024-01,0.17911605735054384,11974.08
ORD-009282,2025-09-29,CUST-03020,Ishita Singh,Fashion,Footwear,Footwear - 825,447.89,1,0.0,129.01,South,Bengaluru,UPI,2025,9,Sep,3,2025-09,0.2880394739779856,447.89
ORD-003853,2023-11-07,CUST-03082,Sai Verma,Home & Kitchen,Cookware,Cookware - 738,11867.67,1,0.3,-907.93,South,Chennai,Credit Card,2023,11,Nov,4,2023-11,-0.07650448655886118,11867.67
ORD-004833,2023-05-08,CUST-03060,Kavya Kumar,Beauty & Personal Care,Grooming,Grooming - 277,1130.89,1,0.0,455.07,South,Kochi,Debit Card,2023,5,May,2,2023-05,0.40239987974073516,1130.89
ORD-005027,2024-04-04,CUST-00555,Simran Sharma,Home & Kitchen,Decor,Decor - 760,6321.77,1,0.1,980.67,West,Pune,Cash on Delivery,2024,4,Apr,2,2024-04,0.15512585873892912,6321.77
ORD-006534,2024-01-31,CUST-01611,Rohan Kumar,Sports & Outdoors,Sportswear,Sportswear - 671,14976.38,1,0.0,3551.48,South,Hyderabad,Debit Card,2024,1,Jan,1,2024-01,0.23713874781489253,14976.38
ORD-011816,2023-02-22,CUST-01480,Kavya Iyer,Books & Stationery,Academic,Academic - 885,209.32,1,0.05,32.59,South,Hyderabad,UPI,2023,2,Feb,1,2023-02,0.15569463023122493,209.32
ORD-011750,2024-01-09,CUST-01373,Arjun Reddy,Sports & Outdoors,Sportswear,Sportswear - 557,2122.19,1,0.0,448.75,West,Pune,UPI,2024,1,Jan,1,2024-01,0.2114560901710026,2122.19
ORD-003131,2025-12-29,CUST-01499,Ayaan Patel,Home & Kitchen,Appliances,Appliances - 732,27966.53,2,0.0,5897.16,North,Jaipur,UPI,2025,12,Dec,4,2025-12,0.21086491602640728,13983.265
ORD-002983,2023-12-13,CUST-00239,Pooja Sharma,Fashion,Footwear,Footwear - 155,433.52,1,0.2,53.92,South,Chennai,UPI,2023,12,Dec,4,2023-12,0.12437719136372025,433.52
ORD-005633,2023-06-23,CUST-00596,Diya Kumar,Sports & Outdoors,Yoga,Yoga - 575,12142.17,1,0.05,2582.77,West,Pune,UPI,2023,6,Jun,2,2023-06,0.21271074280791655,12142.17
ORD-000933,2025-12-02,CUST-02252,Tanya Malhotra,Fashion,Bags,Bags - 259,4211.5,1,0.1,992.88,East,Patna,UPI,2025,12,Dec,4,2025-12,0.2357544817760893,4211.5
ORD-010817,2025-04-08,CUST-03068,Sneha Gupta,Fashion,Watches,Watches - 312,1096.38,1,0.05,338.18,East,Guwahati,Debit Card,2025,4,Apr,2,2025-04,0.3084514493150185,1096.38
ORD-008871,2023-11-04,CUST-00164,Sai Sharma,Home & Kitchen,Appliances,Appliances - 688,3715.8,1,0.0,798.43,South,Chennai,UPI,2023,11,Nov,4,2023-11,0.2148743204693471,3715.8
ORD-005295,2023-10-02,CUST-02181,Aarav Malhotra,Home & Kitchen,Furniture,Furniture - 365,41346.911250000005,2,0.05,7755.13,North,Delhi,UPI,2023,10,Oct,4,2023-10,0.18756249900045432,20673.455625000002
ORD-005707,2024-05-30,CUST-02501,Arjun Sharma,Home & Kitchen,Furniture,Furniture - 337,3766.81,1,0.0,859.0,West,Mumbai,Credit Card,2024,5,May,2,2024-05,0.22804441954863663,3766.81
ORD-005826,2025-05-18,CUST-00727,Vivaan Singh,Electronics,Accessories,Accessories - 718,22867.29,1,0.1,2288.9,West,Ahmedabad,Debit Card,2025,5,May,2,2025-05,0.10009493910297197,22867.29
ORD-006110,2023-07-15,CUST-01547,Karan Singh,Electronics,Accessories,Accessories - 197,41346.911250000005,1,0.2,1302.26,South,Hyderabad,UPI,2023,7,Jul,3,2023-07,0.03149594396848688,41346.911250000005
ORD-001321,2024-08-02,CUST-02311,Riya Das,Home & Kitchen,Decor,Decor - 469,21413.97,1,0.0,4934.96,West,Pune,UPI,2024,8,Aug,3,2024-08,0.2304551654830935,21413.97
ORD-007453,2025-02-17,CUST-00179,Vihaan Joshi,Fashion,Watches,Watches - 200,9757.24,2,0.1,2488.7,South,Bengaluru,Debit Card,2025,2,Feb,1,2025-02,0.2550618822535881,4878.62
ORD-001348,2024-10-15,CUST-02186,Meera Gupta,Electronics,Headphones,Headphones - 916,5143.24,1,0.3,-597.4,South,Chennai,Cash on Delivery,2024,10,Oct,4,2024-10,-0.11615246420544248,5143.24
ORD-010822,2024-01-20,CUST-00596,Diya Kumar,Home & Kitchen,Decor,Decor - 832,15815.15,1,0.05,2636.36,West,Ahmedabad,Cash on Delivery,2024,1,Jan,1,2024-01,0.16669838730584283,15815.15
ORD-007616,2025-08-03,CUST-01506,Ananya Nair,Beauty & Personal Care,Grooming,Grooming - 329,868.63,1,0.2,186.02,North,Lucknow,UPI,2025,8,Aug,3,2025-08,0.21415332189770098,868.63
ORD-011915,2023-02-08,CUST-00164,Sai Sharma,Electronics,Cameras,Cameras - 250,3752.96,1,0.05,373.17,South,Hyderabad,UPI,2023,2,Feb,1,2023-02,0.09943351381309687,3752.96
ORD-003430,2024-11-27,CUST-00497,Arjun Reddy,Electronics,Smartphones,Smartphones - 401,6818.14,1,0.15,-157.72,North,Unknown,Credit Card,2024,11,Nov,4,2024-11,-0.023132408545439076,6818.14
ORD-000120,2024-04-16,CUST-01367,Simran Singh,Electronics,Headphones,Headphones - 963,41346.911250000005,3,0.0,23134.06,South,Hyderabad,Credit Card,2024,4,Apr,2,2024-04,0.5595112016982888,13782.303750000001
ORD-001324,2023-12-14,CUST-00584,Aarav Reddy,Electronics,Cameras,Cameras - 548,41346.911250000005,1,0.0,5650.58,North,Chandigarh,Credit Card,2023,12,Dec,4,2023-12,0.1366626872279365,41346.911250000005
ORD-002352,2025-01-26,CUST-03020,Ishita Singh,Electronics,Laptops,Laptops - 919,6134.53,1,0.0,726.6,South,Kochi,Cash on Delivery,2025,1,Jan,1,2025-01,0.11844428179501935,6134.53
ORD-004221,2024-12-08,CUST-01995,Diya Iyer,Books & Stationery,Academic,Academic - 559,1262.35,1,0.0,219.98,North,Jaipur,UPI,2024,12,Dec,4,2024-12,0.1742622885887432,1262.35
ORD-000386,2023-09-06,CUST-03082,Sai Verma,Fashion,Bags,Bags - 873,1982.9,1,0.0,595.7,South,Bengaluru,Credit Card,2023,9,Sep,3,2023-09,0.30041857884916034,1982.9
ORD-007761,2025-02-25,CUST-01498,Nikhil Chatterjee,Sports & Outdoors,Sportswear,Sportswear - 978,1979.15,1,0.0,423.03,South,Kochi,UPI,2025,2,Feb,1,2025-02,0.21374327362756737,1979.15
ORD-008463,2023-05-18,CUST-00550,Aarav Reddy,Electronics,Laptops,Laptops - 158,41346.911250000005,1,0.15,322.82,West,Mumbai,Cash on Delivery,2023,5,May,2,2023-05,0.007807596510609967,41346.911250000005
ORD-009576,2024-12-14,CUST-00117,Aarav Malhotra,Sports & Outdoors,Camping,Camping - 991,7273.22,1,0.3,-15.88,East,Kolkata,Debit Card,2024,12,Dec,4,2024-12,-0.0021833520778967224,7273.22
ORD-005422,2025-06-13,CUST-01995,Diya Iyer,Fashion,Watches,Watches - 560,915.35,1,0.1,199.22,North,Chandigarh,UPI,2025,6,Jun,2,2025-06,0.21764352433495385,915.35
ORD-006183,2023-02-05,CUST-00920,Sai Nair,Home & Kitchen,Cookware,Cookware - 809,41346.911250000005,2,0.15,-1201.47,South,Kochi,Credit Card,2023,2,Feb,1,2023-02,-0.02905827699523746,20673.455625000002
ORD-008197,2025-01-31,CUST-03082,Sai Verma,Electronics,Laptops,Laptops - 399,27565.17,1,0.05,2584.12,South,Chennai,Debit Card,2025,1,Jan,1,2025-01,0.0937458394053075,27565.17
ORD-003448,2023-11-15,CUST-00462,Ishita Gupta,Home & Kitchen,Cookware,Cookware - 468,6541.67,1,0.05,1022.8,North,Lucknow,UPI,2023,11,Nov,4,2023-11,0.1563515126871273,6541.67
ORD-004623,2023-04-10,CUST-02413,Priya Reddy,Electronics,Cameras,Cameras - 890,40788.39,1,0.15,769.41,South,Hyderabad,UPI,2023,4,Apr,2,2023-04,0.018863455998140648,40788.39
ORD-002465,2025-12-03,CUST-00571,Neha Patel,Fashion,Footwear,Footwear - 791,5372.78,1,0.3,193.28,West,Mumbai,Credit Card,2025,12,Dec,4,2025-12,0.035973927836241204,5372.78
ORD-004611,2025-04-22,CUST-00939,Sai Joshi,Home & Kitchen,Appliances,Appliances - 579,24489.08,1,0.1,3389.85,East,Kolkata,Credit Card,2025,4,Apr,2,2025-04,0.13842292156340702,24489.08
ORD-003903,2025-04-01,CUST-00583,Kavya Verma,Sports & Outdoors,Yoga,Yoga - 803,6674.18,1,0.1,81.51,North,Delhi,UPI,2025,4,Apr,2,2025-04,0.012212736246250477,6674.18
ORD-001744,2023-11-03,CUST-02480,Simran Das,Electronics,Cameras,Cameras - 474,5844.08,1,0.0,708.01,East,Bhubaneswar,Debit Card,2023,11,Nov,4,2023-11,0.12114995003490713,5844.08
ORD-010097,2025-03-04,CUST-00299,Meera Malhotra,Books & Stationery,Office Supplies,Office Supplies - 678,2342.63,1,0.05,199.53,South,Hyderabad,UPI,2025,3,Mar,1,2025-03,0.08517350157728706,2342.63
ORD-004790,2025-10-13,CUST-00613,Ishita Das,Electronics,Headphones,Headphones - 125,41346.911250000005,1,0.2,-4262.86,East,Guwahati,Debit Card,2025,10,Oct,4,2025-10,-0.10309984158732048,41346.911250000005
ORD-004345,2023-01-31,CUST-02311,Riya Das,Home & Kitchen,Appliances,Appliances - 783,19012.4,1,0.2,599.8,West,Mumbai,Debit Card,2023,1,Jan,1,2023-01,0.03154783194125938,19012.4
ORD-007283,2025-12-18,CUST-00164,Sai Sharma,Electronics,Laptops,Laptops - 925,41346.911250000005,2,0.2,-3514.05,South,Bengaluru,UPI,2025,12,Dec,4,2025-12,-0.08498941985660416,20673.455625000002
ORD-007823,2025-12-04,CUST-02467,Neha Kapoor,Home & Kitchen,Decor,Decor - 986,9027.37,1,0.0,1718.14,West,Pune,Debit Card,2025,12,Dec,4,2025-12,0.19032564301673688,9027.37
ORD-001955,2024-03-15,CUST-00828,Vihaan Singh,Electronics,Headphones,Headphones - 893,41346.911250000005,1,0.05,7902.86,North,Delhi,UPI,2024,3,Mar,1,2024-03,0.19113543820035647,41346.911250000005
ORD-005779,2025-03-11,CUST-00931,Karan Kumar,Beauty & Personal Care,Grooming,Grooming - 512,3439.94,1,0.2,546.91,West,Mumbai,UPI,2025,3,Mar,1,2025-03,0.15898823816694477,3439.94
ORD-002035,2024-11-16,CUST-02424,Pooja Verma,Home & Kitchen,Furniture,Furniture - 160,23171.01,1,0.0,5394.83,East,Kolkata,Debit Card,2024,11,Nov,4,2024-11,0.23282670889184373,23171.01
ORD-002190,2025-11-06,CUST-00173,Neha Kumar,Home & Kitchen,Decor,Decor - 690,5801.25,1,0.4,-914.21,South,Chennai,Credit Card,2025,11,Nov,4,2025-11,-0.15758845076492137,5801.25
ORD-003575,2025-01-27,CUST-00747,Aarav Patel,Home & Kitchen,Storage,Storage - 448,20288.17,1,0.05,3558.79,South,Hyderabad,UPI,2025,1,Jan,1,2025-01,0.1754120751156955,20288.17
ORD-002508,2024-03-30,CUST-02424,Pooja Verma,Home & Kitchen,Cookware,Cookware - 378,17864.0,1,0.15,479.9,East,Patna,Debit Card,2024,3,Mar,1,2024-03,0.026864084191670398,17864.0
ORD-009748,2023-01-11,CUST-01897,Reyansh Chatterjee,Books & Stationery,Art Supplies,Art Supplies - 808,1807.0,1,0.0,292.53,West,Surat,Debit Card,2023,1,Jan,1,2023-01,0.16188710570005532,1807.0
ORD-004707,2024-05-11,CUST-00328,Meera Nair,Sports & Outdoors,Camping,Camping - 261,4049.35,1,0.3,-157.78,South,Chennai,UPI,2024,5,May,2,2024-05,-0.038964278217491696,4049.35
ORD-007210,2025-06-16,CUST-01751,Vivaan Chatterjee,Beauty & Personal Care,Grooming,Grooming - 621,251.34,1,0.0,85.56,East,Guwahati,Credit Card,2025,6,Jun,2,2025-06,0.34041537359751733,251.34
ORD-011891,2025-01-07,CUST-00711,Simran Das,Books & Stationery,Non-Fiction,Non-Fiction - 246,1874.01,1,0.2,-46.49,North,Jaipur,UPI,2025,1,Jan,1,2025-01,-0.024807765166674673,1874.01
ORD-006572,2024-05-29,CUST-00361,Vihaan Joshi,Beauty & Personal Care,Makeup,Makeup - 129,3119.53,1,0.0,1250.0,North,Lucknow,Cash on Delivery,2024,5,May,2,2024-05,0.4007013877090459,3119.53
ORD-004166,2023-09-10,CUST-01302,Nikhil Menon,Sports & Outdoors,Yoga,Yoga - 961,13036.0,1,0.05,1849.64,West,Pune,Debit Card,2023,9,Sep,3,2023-09,0.14188708192697147,13036.0
ORD-001745,2025-12-22,CUST-01980,Aditya Singh,Electronics,Accessories,Accessories - 402,41346.911250000005,1,0.05,5051.45,South,Kochi,Credit Card,2025,12,Dec,4,2025-12,0.12217236662387929,41346.911250000005
ORD-000857,2025-05-11,CUST-02252,Tanya Malhotra,Books & Stationery,Office Supplies,Office Supplies - 764,3527.27,2,0.2,141.02,East,Kolkata,Credit Card,2025,5,May,2,2025-05,0.03997992781953182,1763.635
ORD-010619,2024-11-13,CUST-02443,Aarav Singh,Home & Kitchen,Furniture,Furniture - 248,8102.72,1,0.0,1647.59,North,Delhi,Debit Card,2024,11,Nov,4,2024-11,0.2033378914734805,8102.72
ORD-007455,2023-10-16,CUST-01028,Karan Patel,Beauty & Personal Care,Grooming,Grooming - 505,1979.82,1,0.0,698.85,East,Patna,Credit Card,2023,10,Oct,4,2023-10,0.3529866351486499,1979.82
ORD-010560,2025-05-29,CUST-00596,Diya Kumar,Beauty & Personal Care,Skincare,Skincare - 163,3437.12,2,0.15,820.7,West,Ahmedabad,UPI,2025,5,May,2,2025-05,0.23877548645377528,1718.56
ORD-011486,2024-01-22,CUST-01265,Aditya Menon,Home & Kitchen,Decor,Decor - 868,5168.16,1,0.0,1138.68,West,Mumbai,UPI,2024,1,Jan,1,2024-01,0.22032599609919198,5168.16
ORD-001054,2023-12-23,CUST-02622,Neha Das,Fashion,Women's Wear,Women's Wear - 548,10620.08,2,0.2,1355.81,West,Pune,Net Banking,2023,12,Dec,4,2023-12,0.12766476335394836,5310.04
ORD-008903,2023-11-21,CUST-02114,Ishita Menon,Beauty & Personal Care,Skincare,Skincare - 943,251.43,1,0.05,72.62,East,Kolkata,Cash on Delivery,2023,11,Nov,4,2023-11,0.2888279043869069,251.43
ORD-009356,2024-06-09,CUST-01062,Meera Menon,Fashion,Footwear,Footwear - 490,8316.3,2,0.15,712.01,North,Chandigarh,Credit Card,2024,6,Jun,2,2024-06,0.08561619951180213,4158.15
ORD-009762,2025-01-19,CUST-02806,Reyansh Singh,Fashion,Women's Wear,Women's Wear - 626,11206.2,3,0.0,3177.06,North,Lucknow,Credit Card,2025,1,Jan,1,2025-01,0.283509128875087,3735.4
ORD-007607,2023-01-08,CUST-03095,Vihaan Iyer,Fashion,Bags,Bags - 451,5060.71,1,0.0,1714.4,East,Bhubaneswar,UPI,2023,1,Jan,1,2023-01,0.3387666947918375,5060.71
ORD-008052,2023-05-07,CUST-00813,Meera Das,Home & Kitchen,Cookware,Cookware - 638,4282.09,1,0.05,928.57,North,Chandigarh,Credit Card,2023,5,May,2,2023-05,0.21684971590975435,4282.09
ORD-000469,2024-12-16,CUST-01995,Diya Iyer,Fashion,Men's Wear,Men's Wear - 540,4666.7,1,0.0,1473.06,North,Lucknow,Credit Card,2024,12,Dec,4,2024-12,0.31565345961814556,4666.7
ORD-010596,2023-12-06,CUST-00416,Sai Singh,Fashion,Watches,Watches - 264,1581.36,1,0.2,230.86,West,Ahmedabad,UPI,2023,12,Dec,4,2023-12,0.14598826326706127,1581.36
ORD-005334,2024-12-18,CUST-02844,Nikhil Singh,Fashion,Watches,Watches - 928,458.94,1,0.1,111.33,East,Bhubaneswar,UPI,2024,12,Dec,4,2024-12,0.24258072950712511,458.94
ORD-007189,2024-04-19,CUST-00903,Vihaan Sharma,Home & Kitchen,Appliances,Appliances - 230,10403.42,1,0.05,1367.97,East,Bhubaneswar,UPI,2024,4,Apr,2,2024-04,0.13149233617406583,10403.42
ORD-003781,2024-12-06,CUST-01053,Pooja Kumar,Home & Kitchen,Cookware,Cookware - 366,21388.37,3,0.15,2298.44,East,Patna,UPI,2024,12,Dec,4,2024-12,0.1074621394711238,7129.456666666666
ORD-004664,2025-01-25,CUST-02069,Tanya Kumar,Beauty & Personal Care,Grooming,Grooming - 196,2739.25,1,0.05,1029.75,East,Bhubaneswar,Cash on Delivery,2025,1,Jan,1,2025-01,0.37592406680660767,2739.25
ORD-011972,2024-09-17,CUST-02086,Ananya Kumar,Electronics,Laptops,Laptops - 654,9014.74,1,0.1,464.24,North,Chandigarh,Debit Card,2024,9,Sep,3,2024-09,0.05149788013852868,9014.74
ORD-011075,2025-10-30,CUST-02006,Ananya Joshi,Books & Stationery,Fiction,Fiction - 358,2238.88,1,0.1,232.88,South,Hyderabad,Debit Card,2025,10,Oct,4,2025-10,0.10401629386121632,2238.88
ORD-008062,2025-12-16,CUST-01615,Karan Kapoor,Beauty & Personal Care,Skincare,Skincare - 894,2901.31,1,0.0,1182.13,West,Pune,UPI,2025,12,Dec,4,2025-12,0.40744698084658315,2901.31
ORD-009677,2025-01-27,CUST-00322,Pooja Iyer,Home & Kitchen,Furniture,Furniture - 454,7838.99,1,0.0,1478.79,West,Mumbai,UPI,2025,1,Jan,1,2025-01,0.18864547601157802,7838.99
ORD-007201,2023-05-19,CUST-00406,Vivaan Joshi,Sports & Outdoors,Cycling,Cycling - 311,2013.31,1,0.05,283.13,West,Surat,Debit Card,2023,5,May,2,2023-05,0.14062911325131253,2013.31
ORD-001458,2025-07-05,CUST-00164,Sai Sharma,Electronics,Accessories,Accessories - 720,41346.911250000005,1,0.0,8982.78,South,Hyderabad,UPI,2025,7,Jul,3,2025-07,0.21725395509440865,41346.911250000005
ORD-008160,2024-10-26,CUST-00122,Aditya Chatterjee,Electronics,Laptops,Laptops - 146,41346.911250000005,2,0.05,10223.99,West,Mumbai,Cash on Delivery,2024,10,Oct,4,2024-10,0.24727336797134994,20673.455625000002
ORD-002885,2024-11-17,CUST-01899,Rohan Verma,Home & Kitchen,Storage,Storage - 100,21049.24,1,0.15,1134.81,North,Lucknow,UPI,2024,11,Nov,4,2024-11,0.05391216024901611,21049.24
ORD-003621,2023-12-17,CUST-02252,Tanya Malhotra,Home & Kitchen,Decor,Decor - 320,20193.2,1,0.15,1765.76,East,Guwahati,UPI,2023,12,Dec,4,2023-12,0.08744329774379493,20193.2
ORD-011387,2024-04-14,CUST-01506,Ananya Nair,Electronics,Cameras,Cameras - 387,41346.911250000005,2,0.1,7086.64,North,Lucknow,Credit Card,2024,4,Apr,2,2024-04,0.17139466494005642,20673.455625000002
ORD-004316,2023-12-30,CUST-01925,Karan Singh,Beauty & Personal Care,Grooming,Grooming - 963,2776.54,1,0.2,283.74,West,Ahmedabad,Credit Card,2023,12,Dec,4,2023-12,0.10219193672700556,2776.54
ORD-002076,2024-12-29,CUST-02086,Ananya Kumar,Beauty & Personal Care,Skincare,Skincare - 463,1428.93,1,0.2,369.55,North,Delhi,Credit Card,2024,12,Dec,4,2024-12,0.25862008635832406,1428.93
ORD-011888,2024-10-16,CUST-02445,Ananya Iyer,Electronics,Laptops,Laptops - 446,36404.53,1,0.0,6144.46,North,Jaipur,Credit Card,2024,10,Oct,4,2024-10,0.16878284103654134,36404.53
ORD-008785,2025-10-23,CUST-00164,Sai Sharma,Sports & Outdoors,Cycling,Cycling - 187,27244.6,2,0.15,2410.37,South,Kochi,UPI,2025,10,Oct,4,2025-10,0.08847147691652658,13622.3
ORD-002847,2024-09-03,CUST-02446,Pooja Menon,Home & Kitchen,Cookware,Cookware - 684,15061.97,1,0.05,2974.87,South,Bengaluru,UPI,2024,9,Sep,3,2024-09,0.19750869242204042,15061.97
ORD-009074,2024-09-24,CUST-02201,Diya Verma,Sports & Outdoors,Cycling,Cycling - 463,2735.84,1,0.05,493.61,North,Lucknow,Debit Card,2024,9,Sep,3,2024-09,0.1804235627814492,2735.84
ORD-000048,2023-10-29,CUST-00164,Sai Sharma,Fashion,Men's Wear,Men's Wear - 737,1721.22,1,0.2,302.87,South,Kochi,Debit Card,2023,10,Oct,4,2023-10,0.17596239876366762,1721.22
ORD-003541,2024-12-12,CUST-01514,Aditya Bose,Home & Kitchen,Storage,Storage - 811,16401.15,2,0.0,4112.02,West,Surat,Net Banking,2024,12,Dec,4,2024-12,0.25071534617999347,8200.575
ORD-009706,2024-01-21,CUST-00271,Karan Sharma,Electronics,Headphones,Headphones - 935,41346.911250000005,1,0.3,-9732.19,South,Kochi,Cash on Delivery,2024,1,Jan,1,2024-01,-0.23537888818720407,41346.911250000005
ORD-007661,2023-11-02,CUST-00942,Arjun Kapoor,Beauty & Personal Care,Haircare,Haircare - 660,1438.29,1,0.1,452.0,West,Ahmedabad,UPI,2023,11,Nov,4,2023-11,0.3142620751030738,1438.29
ORD-003614,2025-06-17,CUST-00514,Vivaan Kumar,Home & Kitchen,Decor,Decor - 304,24687.52,1,0.4,-4281.51,West,Surat,Cash on Delivery,2025,6,Jun,2,2025-06,-0.17342811266583277,24687.52
ORD-011199,2025-07-08,CUST-00727,Vivaan Singh,Fashion,Footwear,Footwear - 591,3830.8,1,0.3,272.6,West,Ahmedabad,Credit Card,2025,7,Jul,3,2025-07,0.07116007100344576,3830.8
ORD-011545,2024-02-07,CUST-01995,Diya Iyer,Electronics,Laptops,Laptops - 370,14236.37,1,0.3,-1457.01,North,Lucknow,UPI,2024,2,Feb,1,2024-02,-0.10234420712583334,14236.37
ORD-010687,2025-01-29,CUST-03128,Reyansh Gupta,Fashion,Bags,Bags - 156,2358.04,1,0.2,208.8,North,Chandigarh,Credit Card,2025,1,Jan,1,2025-01,0.088548116232125,2358.04
ORD-008759,2023-10-01,CUST-02942,Pooja Singh,Home & Kitchen,Appliances,Appliances - 120,15618.95,2,0.1,3778.18,North,Jaipur,Cash on Delivery,2023,10,Oct,4,2023-10,0.24189718258909848,7809.475
ORD-002544,2024-01-21,CUST-01960,Vivaan Menon,Home & Kitchen,Furniture,Furniture - 844,39831.99,2,0.1,5244.32,North,Jaipur,Cash on Delivery,2024,1,Jan,1,2024-01,0.13166100915369783,19915.995
